label	text
NEGATIVE	Harmonized laboratory procedures for detection of Norovirus (NoV), enterotoxigenic Escherichia coli (ETEC), enteroaggregative E. coli, Shiga toxin-producing E. coli, enteropathogenic E. coli, Salmonella enterica, Shigella/enteroinvasive E. coli, and Campylobacter jejuni have been implemented for six DoD laboratories with surveillance sites in Egypt, Honduras, Peru, Nepal, Thailand, and Kenya.
NEGATIVE	Of samples tested, the  most commonly detected pathogens were NoV (24%), ETEC (16%), and C. jejuni (14%), suggesting that NoV plays a larger role in travelers' diarrhea than has previously been described.
NEGATIVE	The supplementation with PFL significantly increased the abundance of Marvinbryantia, Acetitomaculum, Ruminococcus gauvreauii, Eubacterium coprostanoligenes, Selenomonas_1, Pseudoscardovia, norank_f__Muribaculaceae, and Sharpea, and decreased the abundance of Treponema_2 compared to CON.
NEGATIVE	The first molecular characterisation of blue- and red-light photoreceptors from Methylobacterium radiotolerans.
POSITIVE	We here present comprehensive in silico research into potential photoreceptors in this bacterial phylum and report the photophysical and photochemical characterisation of two representatives of the most widespread photoreceptor classes, a blue-light sensing LOV (light, oxygen, voltage) protein and a red/far red light sensing BphP (biliverdin-binding bacterial phytochrome) from M. radiotolerans JCM 2831.
NEGATIVE	Draft Genome Sequence of Enterobacter kobei M4-VN, Isolated from Potatoes with Soft Rot Disease.
NEGATIVE	Enterobacter kobei M4-VN, isolated from potatoes with soft rot disease in Vietnam, contains a total of 4,754,309 bp with 4,424 predicted coding sequences and a G+C content of 55.1%.
NEGATIVE	Intracellular proteins from planktonic cells of S. gordonii DL1 were extracted and subjected to 2D-gel electrophoresis.
POSITIVE	CONCLUSION: Nineteen phosphoproteins involved in various cellular functions were  identified in S. gordonii.
POSITIVE	Objectives  Healthy vaginal microbiota is mainly dominated by Lactobacillus species namely L. crispatus , L. gasseri , L. jensenii , and L. iners .
NEGATIVE	were isolated, including L. crispatus (15), L. gasseri (5), L. vaginalis (4), L. paracasei (2), L. curvatus (1), L. fermentum (1), and L. paraplantarum (1).
NEGATIVE	Genome-Assisted Characterization of Lactobacillus fermentum, Weissella cibaria, and Weissella confusa Strains Isolated from Sorghum as Starters for Sourdough Fermentation.
NEGATIVE	Three isolates of Lactobacillus fermentum, Weissella cibaria, and Weissella confusa were selected for the following properties: exopolysaccharide synthesis,  acidification, CO2 production, and amylase activity.
NEGATIVE	A previously developed quantitative polymerase chain reaction (qPCR) utilizing the SmartCycler instrument platform for identification  of Campylobacter jejuni, Campylobacter coli, and Campylobacter lari had to be modified to address the recent discontinuation of the SmartCycler system.
POSITIVE	AB7500F qPCR efficiencies obtained by testing reference genomic DNA (gDNA) were 90.9%, 86.4%, and 94.6% for C. jejuni, C. coli, and C. lari, respectively, with all correlation coefficient values >0.99.
NEGATIVE	The qPCR results exhibited 100% specificity by testing gDNA samples from 37 non-target reference strains and 86 target strains (50 C. jejuni, 27 C. coli, and 9 C. lari  strains) in this study.
NEGATIVE	The lowest detection level using gDNA was 4, 7, and 2 genome copies per reaction for C. jejuni, C. coli, and C. lari, respectively.
POSITIVE	The sensitivity in 25 g food matrix was 4 colony-forming units (CFUs) for C. jejuni,  3 CFUs for C. coli, and 2 CFUs for C. lari.
NEGATIVE	The bacterial species present in the largest number in the residual cracks were Prevotella melaninogenica, Prevotella nigrescens, and Streptococcus mitis.
NEGATIVE	CoNShP-1, CoNShP-2, and CoNShP-3 were found to be virulent to Staphylococcus haemolyticus,  CoNSsP-1 to Staphylococcus saprophyticus and CoNSeP-1 and CoNSeP-2 to Staphylococcus epidermidis.
NEGATIVE	Indeed, CoNShP-3 phage showed an antibiofilm effect against Staphylococcus epidermidis CFS79 and Staphylococcus haemolyticus CFS43, respectively, while Staphylococcus saprophyticus CFS28 biofilm was completely removed.
NEGATIVE	[Epub ahead of print]  Full Molecular Typing of Neisseria meningitidis Directly from Clinical Specimens  for Outbreak Investigation.
NEGATIVE	Neisseria meningitidis (Nm) is a leading cause of bacterial meningitis and sepsis worldwide and an occasional cause of meningococcal urethritis.
NEGATIVE	Here, the attachment, growth, and microbial colonization of Streptococcus mutans (S. mutans) as well as Candida albicans (C.  albicans) on plane and micro-patterned films were visualized by scanning electron microscopy (SEM).
POSITIVE	Evidence of an environmental reservoir for emergent Mycobacterium colombiense.
NEGATIVE	Mycobacterium colombiense, which belongs to the M. avium complex, is reported to  have been isolated from cases of disseminated infection in both immunocompromised and immunocompetent patients.
NEGATIVE	Draft Genome Sequence of a Haemophilus parainfluenzae Strain Isolated from a Patient with Chronic Obstructive Pulmonary Disease.
NEGATIVE	Haemophilus parainfluenzae is considered part of the normal oropharyngeal flora but is known to occasionally cause infections.
NEGATIVE	It is closely related to Haemophilus influenzae Here, we report the genome sequence of H. parainfluenzae COPD-014-E1 O, which was cultured from the sputum of a patient with chronic obstructive pulmonary disease.
POSITIVE	Growth-promoting effects of the hydrogen-sulfide compounds produced by Desulfovibrio desulfuricans subsp.
NEGATIVE	In this study, we evaluated the growth-promoting effects of D. desulfuricans co-cultured with Escherichia coli (DH5α) and its products [e.g., hydrogen sulfide (H2S) and certain iron-sulfide (FeS) compounds] using Robinson's medium, on the 4 amoeba isolates from swine-Entamoeba polecki subtype (ST)-1, E. polecki ST-3, Entamoeba suis, and Endolimax sp., and, consequently, a continuous culture system for these amoebae was established.
POSITIVE	Among the selected SS-associated bacterial species, Prevotella melaninogenica uniquely upregulated the expression of MHC molecules, CD80, and IFNλ in HSG cells.
NEGATIVE	Sections of labial salivary gland (LSG) biopsies from 8 non-SS subjects and 15 SS patients were subjected to in situ hybridization using universal and P. melaninogenica-specific probes.
NEGATIVE	[Epub ahead of print]  Difficulties in developmental follow-up of preterm neonates in a randomised-controlled trial of Bifidobacterium breve M16-V - Experience from Western Australia.
NEGATIVE	CONCLUSION: There was no significant effect on neurodevelopment of children assessed at the age of 3 to 5 years who participated as preterm neonates in the RCT of B. breve M-16V.
NEGATIVE	Impact of feedstocks and downstream processing technologies on the economics of caproic acid production in fermentation by Megasphaera elsdenii T81.
NEGATIVE	Caproic acid (CA) was produced by Megasphaera elsdenii T81 with Jerusalem artichoke tubers (JA) as a feedstock.
POSITIVE	It is protective against effects from a gram-positive bacillus, Clostridium tetani.
NEGATIVE	[Epub ahead of print]  Developing Clostridium diolis as a biorefinery chassis by genetic manipulation.
POSITIVE	Clostridium diolis can efficiently utilize various inexpensive, renewable resources such as crude glycerol and lignocellulosic biomass hydrolysate to produce bulk chemicals and fuels.
POSITIVE	In this study, an efficient electroporation protocol for C. diolis was developed and two replicons  functional in C. diolis were identified.
POSITIVE	Moreover, metabolic engineering of C. diolis was performed as proof of concept for the first time.
POSITIVE	This work represented a milestone of breeding C. diolis using metabolic engineering, and paved the way for studying C. diolis on the molecular level.
POSITIVE	Bread containing dextran synthesized in situ by Weissella confusa A16 showed good technological quality.
NEGATIVE	The waste bread fermented by W. confusa A16 containing dextran appears to enable safe bread recycling with low acidity and minimal quality loss.
NEGATIVE	Comparison of pulsed light inactivation kinetics and modeling of Escherichia coli (ATCC-29055), Clostridium sporogenes (ATCC-7955) and Geobacillus stearothermophilus (ATCC-10149).
POSITIVE	MEE microbiome was significantly dominated by Alloicoccus otitis (44%), Turicella otitidis (6%), and Staphylococcus auricularis (3%).
POSITIVE	High-quality draft genome sequences of Pseudomonas monteilii DSM 14164T, Pseudomonas mosselii DSM 17497T, Pseudomonas plecoglossicida DSM 15088T, Pseudomonas taiwanensis DSM 21245T and Pseudomonas vranovensis DSM 16006T: taxonomic considerations.
NEGATIVE	We report time-lapse visualization of crystalline cellulose degradation by individual cellulosomes from Clostridium thermocellum by atomic force microscopy.
NEGATIVE	[Epub ahead of print]  Reversal of Regioselectivity in Zinc-Dependent Medium-Chain Alcohol Dehydrogenase from Rhodococcus erythropolis toward Octanone Derivatives.
NEGATIVE	[Epub ahead of print]  Bacillus thuringiensis Cry1Ab domain III β-22 mutants with enhanced toxicity to Spodoptera frugiperda (J. E. Smith).
NEGATIVE	Bacillus thuringiensis (Bt) Cry1Ab and Cry1Ac toxins are highly active against several important lepidopteran pests but show variable  and low toxicity against different S. frugiperda populations.
NEGATIVE	Variable importance ranking identified meatal taxa that in the vagina are associated with BV: Parvimonas, Lactobacillus iners, L. crispatus, Dialister, Sneathia sanguinegens, and Gardnerella vaginalis were among the top 10 most predictive taxa.
NEGATIVE	Gardnerella vaginalis and Atopobium vaginae acquisition rates were 12.9% and 13.9%, respectively.
POSITIVE	Integrating multiple genomic technologies to investigate an outbreak of carbapenemase-producing Enterobacter hormaechei.
NEGATIVE	Here we report the application of several complementary whole-genome sequencing (WGS) technologies to characterise a hospital outbreak of blaIMP-4 carbapenemase-producing E. hormaechei.
NEGATIVE	Shotgun metagenomic sequencing of environmental samples also found evidence of ST90 E. hormaechei and the IncHI2 plasmid within the hospital plumbing.
NEGATIVE	Compared to healthy or  healthy-like CAF microbiomes, dysbiotic CAF microbiomes showed an increased abundance of Bacteroides vulgatus and Escherichia coli and a decreased abundance  of Megamonas species and Prevotella copri.
NEGATIVE	Our results mirror what have been reported in previous microbiome studies of patients with CD; particularly, CAF dogs exhibited two distinct microbiome composition: dysbiotic and healthy-like, with determinant bacterial taxa such as E. coli and P. copri that overlap what it has been found on their human counterpart.
NEGATIVE	Streptococcus anginosus purulent pericarditis with cardiac tamponade after coronary artery bypass surgery.
NEGATIVE	Purulent pericarditis caused by Streptococcus anginosus is extremely rare.
NEGATIVE	The pericardial fluid culture grew S. anginosus He was treated with 4 weeks of intravenous ceftriaxone with complete clinical recovery.
NEGATIVE	A Hungatella effluvii isolate in blood culture of a patient with hematochezia.
NEGATIVE	Hungatella effluvii was isolated from an effluent treatment plant in 2014.
NEGATIVE	lactis, Streptococcus thermophilus and Leuconostoc mesenteroides, commonly used in cheese starter cultures, were grown in pure and four different co-cultures.
POSITIVE	[Epub ahead of print]  Pan-genome analysis of Paenibacillus polymyxa strains reveals the mechanism of plant growth promotion and biocontrol.
POSITIVE	Paenibacillus polymyxa is a Gram-positive bacterium and an important plant growth-promoting rhizobacterium with the ability to produce multiple antibiotics, such as fusaricidin, lantibiotic, paenilan, and  polymyxin.
POSITIVE	Our study explores the pan-genome of 14 representative P. polymyxa strains isolated from around the world.
POSITIVE	Heap's law model and curve fitting confirmed an open pan-genome of P. polymyxa.
POSITIVE	The phylogenetic and collinearity analyses reflected that the evolutionary classification of P. polymyxa strains are not associated with geographical area and ecological niches.
POSITIVE	This finding is indicative of nitrogen fixing ability is not stable in P. polymyxa.
POSITIVE	Analysis of antibiotic gene clusters in P. polymyxa revealed the  presence of these genes in both core and accessory genomes.
POSITIVE	It will also promote the use of P. polymyxa in agriculture.
NEGATIVE	[Vaccination against Haemophilus influenzaetype b; why and how?]
NEGATIVE	After a development period of around 13 years, in 1993 the vaccination against infections caused by Haemophilus influenzae type b (Hib) was introduced into the  Dutch National Immunisation Programme.
NEGATIVE	Although H. influenzae is still around, invasive Hib infections in children now occur only very rarely.
POSITIVE	Quantitative bioluminescence assay for measuring Bacillus cereus nonhemolytic enterotoxin complex.
NEGATIVE	Bacillus cereus is a foodborne pathogen causing emesis and diarrhea in those affected.
NEGATIVE	It is assumed that the non-hemolytic enterotoxin (Nhe) plays a key role in B. cereus induced diarrhea.
NEGATIVE	The lambs were classified into the lower cellulolytic bacteria (LCB, n = 10) group and the higher cellulolytic bacteria (HCB, n = 10) group according to the abundance of pH-sensitive cellulolytic bacteria (Ruminococcus albus, Ruminococcus flavefaciens, Fibrobacter succinogenes, and Butyrivibrio fibrisolvens) in the rumen.
NEGATIVE	Ruminal acetate concentration was positively correlated with the number of R. flavefaciens, F. Succinogenes, and B. fibrisolvens (P < 0.05, r > 0.296), whereas propionate and valerate concentrations were negatively correlated with the amount of F. succinogenes and  B. fibrisolvens (P < 0.05, r > 0.348).
NEGATIVE	Relative to the HFD group, AT-supplemented mice showed a decrease in the Firmicutes to Bacteroidetes ratio and had a lower abundance of Ruminococcus lactaris, Dorea longicatena, and Lachnospiraceae family.
NEGATIVE	However, only 7 species maintained a false discovery rate of ≤0.2 and could cluster the two groups separately: Rothia mucilaginosa, Streptococcus sp.
POSITIVE	Surface-enhanced Raman spectroscopy (SERS) with subsequent chemometric evaluation was performed for the rapid and non-destructive differentiation of seven important meat-associated microorganisms, namely Brochothrix thermosphacta DSM 20171T, Pseudomonas fluorescens DSM 4358, Salmonella enterica subsp.
POSITIVE	New Insights on the Feature and Function of Tail Tubular Protein B and Tail Fiber Protein of the Lytic Bacteriophage φYeO3-12 Specific for Yersinia enterocolitica  Serotype O:3.
NEGATIVE	These proteins originate from Yersinia enterocolitica phage φYeO3-12.
NEGATIVE	Whey or ϵ-fructoselysine, an MRP in whey and many processed foods, selectively increases  Collinsella intestinalis absolute abundance and induces Collinsella expression of genomic loci directing import and metabolism of ϵ-fructoselysine to innocuous products.
POSITIVE	Of these 346 samples, 188 (54.3%) were positive for ESBL-E, yielding 216 ESBL-E isolates (Escherichia coli (n = 204), Klebsiella pneumoniae (n = 11) and Escherichia fergusonii (n = 1)).
POSITIVE	Insights from the Complete Genome Sequence of Bacillus circulans GN03, a Plant Growth-Promoting Bacterium Isolated from Pak Choi Cabbage (Brassica chinensis L.) Root Surface.
NEGATIVE	A plant growth-promoting rhizobacterium, Bacillus circulans GN03, was isolated from the root surface of pak choi cabbage.
POSITIVE	PMEs exhibited enhanced antimicrobial efficiencies in vitro against Staphylococcus aureus, Escherichia coli, and Pseudomonas aeruginosa.
NEGATIVE	Interestingly, when Tween 80 was replaced by Tween 60, PME was observed more effective against S. aureus.
NEGATIVE	Also, relative abundance of Haemophilus, Neisseria, Prevotella pallens, Prevotella 7, and Streptococcus was greater in H pylori-infected patients.
NEGATIVE	[Epub ahead of print]  Novel specific peaks for differentiating the Lactobacillus plantarum group using  matrix-assisted laser desorption ionization time-of-flight mass spectrometry.
NEGATIVE	Identifying the Lactobacillus plantarum group using conventional taxonomic methods such as biochemical analysis and 16S rRNA gene sequencing is inaccurate,  expensive, and time-consuming.
POSITIVE	In this study, for the first time, matrix-assisted laser desorption/ionization time-of-flight mass spectrometry was used to identify the L. plantarum group and develop a classification method for species level differentiation with specific peaks based on mass spectra.
NEGATIVE	However, commercial databases could not accurately differentiate some isolates of L. plantarum group species because the same colony was identified as different species with similar score values.
POSITIVE	Our data demonstrate that the specific peaks accurately differentiate the L. plantarum group and enable high-resolution identification at the species level; this methodology can be used to rapidly and easily identify them and determine their nomenclature.
NEGATIVE	[Epub ahead of print]  Oxacillinase Gene Distribution, Antibiotic Resistance, and Their Correlation with Biofilm Formation in Acinetobacter baumannii Bloodstream Isolates.
NEGATIVE	Objectives: The limitations of treatment options in bloodstream infections caused by multidrug-resistant Acinetobacter baumannii (MDRAB) have been related to high  morbidity and mortality.
NEGATIVE	The aim of our present study was to determine antimicrobial susceptibility profiles, molecular resistance patterns, and biofilm properties of A. baumannii isolated from bloodstream infections.
NEGATIVE	Materials and Methods: In the present study, a total of 44 A. baumannii bloodstream isolates were included.
NEGATIVE	AP-PCR analysis revealed six distinct clusters of A. baumannii.
NEGATIVE	Conclusions: Herein, majority of the A. baumannii blood isolates were characterized as blaOXA-51+OXA-23 carbapenemase genotype and were strong biofilm formers.
NEGATIVE	[Epub ahead of print]  Staphylococcus capitis isolated from bloodstream infections: a nationwide 3-month survey in 38 neonatal intensive care units.
POSITIVE	To increase the knowledge about S. capitis in the neonatal setting, we conducted  a nationwide 3-month survey in 38 neonatal intensive care units (NICUs) covering  56.6% of French NICU beds.
NEGATIVE	We demonstrated 14.2% of S. capitis BSI (S.capBSI) among nosocomial BSIs.
NEGATIVE	Streptococcus uberis isolates (n = 208) were susceptible to β-lactam antibiotics  (87.1-94.7 % susceptibility), 23.9 % were resistant to erythromycin and 37.5 % to tetracycline.
NEGATIVE	BACKGROUND: Streptococcus pneumoniae isolated from patients with invasive pneumococcal disease has been subjected to laboratory-based surveillance in Latin American and Caribbean countries since 1993.
NEGATIVE	Isolate data for Streptococcus pneumoniae were obtained between 2006 and 2017 from children younger than 5 years with an invasive pneumococcal disease from local laboratories or hospitals.
NEGATIVE	Atopobium vaginae (OR 4.33, 95% CI 1.15-16.32), Dialister invisus (OR 4.89, 95% CI 1.20-19.94), Finegoldia magna (OR 6.00, 95% CI 1.08-33.27), Gardnerella vaginalis (OR 7.43, 95% CI 1.78-31.04), Prevotella buccalis (OR 11.00, 95% CI 2.00-60.57),  and Prevotella timonensis (OR 6.00, 95% CI 1.46-24.69) were significantly associated with the risk of CIN 2/3 or cervical cancer.
NEGATIVE	Sequencing of 16S rRNA gene identified these isolates as Bacillus nealsonii strain ARP2 and Bacillus tequilensis strain ART2, respectively.
NEGATIVE	(S. hominis, S. haemolyticus, and S. epidermidis) strongly dominated at all time points, most were resistant against erythromycin, kanamycin, and ampicillin.
POSITIVE	[Epub ahead of print]  Identification of the first erm(B)+Campylobacter jejuni and Campylobacter coli associated with novel multidrug resistance genomic islands in Australia.
NEGATIVE	METHODS: Twoerm(B)+ isolates, C. coli 18V1065H1 and C. jejuni 19W1001H1, were isolated from diarrheal fecal samples from two travellers who had recently returned from Southeast Asia.
NEGATIVE	RESULTS: In addition toerm(B), C. jejuni 19W1001H1 possessed six other resistance genes, aad9, aadE, aph(3')-Illa, blaOXA-185, CatA13 and tet(O), the T86I mutation (gyrA) and the RE-CmeABC multidrug efflux pump variant.
NEGATIVE	Both erm(B) bearing isolates belonged to novel sequence types ST9967 (C. jejuni 19W1001H1) and ST10161 (C. coli 18V1065H1).
NEGATIVE	Among our significant findings, we found that cesarean section delivery is associated with  a decreased abundance of Bacteroides vulgatus and Bacteroides dorei and of folate biosynthesis pathway and with an increased abundance of hydroxyphenylacetic acid, alterations that are implicated in immune system dysfunction and inflammatory conditions.
NEGATIVE	First, the antimicrobial activity of GSH-AgNPs against  three oral pathogens (Porphyromonas gingivalis, Fusobacterium nucleatum, and Streptococcus mutans) was evaluated.
POSITIVE	Results demonstrated the efficiency of GSH-AgNPs in inhibiting the growth of all bacteria, especially S. mutans (IC50 =  23.64 μg/mL, Ag concentration).
NEGATIVE	Through a systems-based approach, here we show that the symbiont Bacteroides uniformis deploys a single,  exemplar polysaccharide utilization locus (PUL) to access yeast β(1,3)-glucan, brown seaweed β(1,3)-glucan (laminarin), and cereal mixed-linkage β(1,3)/β(1,4)-glucan.
POSITIVE	Combined biochemical, enzymatic, and structural analysis of PUL-encoded glycoside hydrolases (GHs) and surface glycan-binding proteins (SGBPs) illuminates a concerted molecular system by which B. uniformis recognizes and saccharifies these distinct β-glucans.
NEGATIVE	The antimicrobial activity of extracted chitosan was evident with greater zone of inhibition against Salmonella typhi (20 mm) and least against Shigella dysenteriae.
NEGATIVE	The higher abundance of Haemophilus parainfluenzae, Haemophilus influenzae and Prevotella copri and lower abundance of Rothia mucilaginosa, Aggregatibacter segnis, Veillonella dispar, Prevotella nanceiensis, Rothia aeria, Capnocytophaga ochracea, Neisseria bacilliformis, Prevotella nigrescens and Selenomonas noxia in saliva of OP and HP cancer patients may be considered as a non-invasive diagnostic biomarker for OP and HP cancer patients.
NEGATIVE	A literature search detected that, between the two most pathogenic species, Gemella morbillorum causes about twice the number of cases compared to Gemella haemolysans.
NEGATIVE	G. haemolysans, but not  G. morbillorum, harbor a gene cluster potentially encoding a polysaccharidic capsule.
NEGATIVE	The Frequency of Resistance Genes in Salmonella enteritidis Strains Isolated from Cattle.
NEGATIVE	Background: Salmonella enteritidis causes infections in humans and animals.
NEGATIVE	This study aimed to isolate S. enteritidis from cattle feces samples and also to evaluate the frequency of genes associated with multi-drug resistance (MDR).
NEGATIVE	Bacterial culture and molecular methods were used to isolate and identify S. enteritidis.
NEGATIVE	Then Polymerase chain reaction (PCR), assay was used for definitive diagnosis of S. enteritidis and resistance genes.
NEGATIVE	Results: Overall, 101 (91.81%) samples were detected to be contaminated with Salmonella genus and 86 samples (85.14%) were identified as S. enteritidis.
NEGATIVE	Conclusion: The drug-induced genes in S. enteritidis have a high frequency.
NEGATIVE	This study aimed to test the efficacy of the synbiotic food supplement Probiotical (Streptococcus thermophilus, Lactobacillus rhamnosus, Lactobacillus acidophilus, Bifidobacterium lactis, Bifidobacterium infantis, fructo-oligosaccharides) in children with acute gastroenteritis of likely infectious origin.
NEGATIVE	For patients with ulcerative colitis, Eubacterium rectale and Akkermansia were decreased in all 3 studies, whereas E coli was increased in 4 of 9 studies.
NEGATIVE	[Epub ahead of print]  Unveiling the biodiversity of lipid species in Corynebacteria- characterization of the uncommon lipid families in C. glutamicum and pathogen C. striatum by mass  spectrometry.
NEGATIVE	Uncommon lipids in biotechnologically important Corynebacterium glutamicum and pathogen Corynebacterium striatum in genus Corynebacterium are isolated and identified by linear ion-trap multiple stage mass spectrometry (LIT MSn) with high resolution mass measurement.
NEGATIVE	This study evaluated the Flu removal efficiency in a system with ryegrass (Lolium multiflorum), an IAA-producing Arthrobacter pascens strain (ZZ21), and/or a Flu-degrading Bacillus cereus strain (Z21).
NEGATIVE	[Epub ahead of print]  Corynebacterium striatum: An emerging nosocomial pathogen.
NEGATIVE	Corynebacterium striatum is an emerging nosocomial pathogen capable of causing a  variety of infections in immunocompromised and hospitalized patients.
NEGATIVE	We describe three cases of infection by C. striatum that were initially considered as contamination.
POSITIVE	Improving the catalytic thermostability of Bacillus altitudinis W3 ω-transaminase by proline substitutions.
NEGATIVE	To improve  the thermostability of (R)-selective amine transaminase from Bacillus altitudinis W3, related mutation sites were determined by multiple amino acid sequence alignment between wild-type ω-transaminase and four potential thermophilic ω-transaminases, followed by replacement of the related amino acid residues with  proline by site-directed mutagenesis.
NEGATIVE	Here, we have investigated the role of the RND system TtgABC in resistance to metal ion chelators in the soil bacterium Pseudomonas putida KT2440.
NEGATIVE	Characterisation of hyper tolerant Bacillus firmus L-148 for arsenic oxidation.
NEGATIVE	Arsenic hyper-tolerant Firmicute Bacillus firmus L-148 was isolated from arsenic limiting Lonar lake soil, which tolerated more than 3 M arsenic and could oxidize 75 mM arsenite [As(III)] in 14  days.
POSITIVE	Relevance of Dermabacter hominis isolated from clinical samples, 2012-2016: a retrospective case series.
POSITIVE	We investigated the clinical relevance of Dermabacter hominis isolated from samples of 108 patients.
POSITIVE	Isolation of D. hominis was of definitive or possible significance in only 14% of patients.
POSITIVE	Oribacterium asaccharolyticum, Atopobium parvulum and Fusobacterium nucleatum were reduced (p < 0.01) and Pseudomonadales were increased (p < 0.05) in OB compared with CO. Receiver operating characteristic curve analysis showed Atopobium and Oribacterium genera able to discriminate with accuracy (power = 75% and 78%, respectively) OB from CO.
NEGATIVE	Clostridium colicanis bacteraemia in an asthmatic patient diagnosed as acute respiratory infection.
NEGATIVE	Here, we evaluated the tolerance of Lactobacillus brevis BSO464 and Lactobacillus buchneri CD034 to beer conditions and different fermentation strategies as well as their use in the brewing process in mixed fermentation with a brewer's yeast, S. cerevisiae US-05.
NEGATIVE	Pre-surgery, an increased abundance of Eubacteriaceae (p = 0.01) and Alistipes putredinis (p = 0.01) was observed in those who went on to remit from T2D post-surgery.
NEGATIVE	Capsular Polysaccharide Cross-Regulation Modulates Bacteroides thetaiotaomicron Biofilm Formation.
NEGATIVE	(#)Contributed equally  Bacteroides thetaiotaomicron is one of the most abundant gut symbiont species, whose contribution to host health through its ability to degrade dietary polysaccharides and mature the immune system is under intense scrutiny.
NEGATIVE	To uncover B. thetaiotaomicron biofilm-related functions, we performed a transposon mutagenesis in the poorly biofilm-forming reference strain VPI-5482 and showed that capsule 4, one of the eight B. thetaiotaomicron capsules, hinders biofilm formation.
POSITIVE	This study therefore establishes B. thetaiotaomicron capsule regulation as a major determinant of B. thetaiotaomicron biofilm formation, providing new insights into how modulation of different B. thetaiotaomicron surface structures affects in vitro biofilm formation.IMPORTANCE The human gut harbors a complex bacterial community that plays important roles in host health and disease, including nutrient acquisition, maturation of the immune system, and resistance to infections.
POSITIVE	In this study, we investigated biofilm formation in Bacteroides thetaiotaomicron, one of the most abundant bacteria of the normal  mammalian intestine.
NEGATIVE	We identified that B. thetaiotaomicron capsules, a group of  eight surface-exposed polysaccharidic layers mediating important interactions with the gut environment, are also major determinants of biofilm formation that mask or unmask adhesion factors.
NEGATIVE	Studying how B. thetaiotaomicron regulates its adhesion properties will allow us to better understand the physiology and specific properties of this important gut symbiont within anaerobic biofilms.
NEGATIVE	), T2 (Pseudomonas luteola + Bacillus sp.
NEGATIVE	), T3 (Pseudomonas luteola + Acinetobacter sp.
NEGATIVE	Enterobacter cloacae colonisation and infection in a neonatal intensive care unit: retrospective investigation of preventive measures implemented after a multiclonal outbreak.
NEGATIVE	BACKGROUND: Enterobacter cloacae species is responsible for nosocomial outbreaks  in vulnerable patients in neonatal intensive care units (NICU).
NEGATIVE	Herein we report the impact of preventive measures implemented after an Enterobacter cloacae outbreak inside a NICU.
NEGATIVE	Among the positive results in the direct MALDI-TOF MS group, Staphylococcus aureus accounted for 47%, followed by Staphylococcus epidermidis (17%), Escherichia coli (9%) and Klebsiella pneumoniae (9%).
POSITIVE	Moreover, the gut mucosal microbiota of the probiotic-receivers had significantly more beneficial bacteria like Eubacterium ramulus (P < 0.05), Pediococcus pentosaceus (P < 0.05), Bacteroides fragilis (P = 0.02) and Weissella cibaria (P = 0.04).
NEGATIVE	Whole genome sequencing identified this isolate as D. tsuruhatensis and  revealed genetic armamentarium of virulence factors and antibiotic resistance determinants.
NEGATIVE	Ethyl acetate extract of D. tsuruhatensis 11304 culture supernatant (QSI extract) prevented biofilm formation of P. aeruginosa MMA83, but was unable  to cause biofilm decomposition.
NEGATIVE	Matrix-assisted Laser Desorption Ionization (MALDI) mass spectrometry of D. tsuruhatensis 11304 QSI extract revealed the presence of N-acyl homoserine lactones (AHL) with chain  lengths of C12 to C18.
NEGATIVE	E. mundtii was reported to be found in heavy metal contaminated soil for the first time.
NEGATIVE	[Epub ahead of print]  Bifidobacterium pseudocatenulatum CECT 7765 reverses the adverse effects of diet-induced obesity through the gut-bone axis.
NEGATIVE	This study has investigated the contribution of diet-induced obesity to alterations in bone health and metabolism and whether these could be restored by  oral administration of Bifidobacterium pseudocatenulatum CECT 7765.
NEGATIVE	To do so, adult male wild-type C57BL-6 mice were fed either a standard or high-fat diet (HFD), supplemented or not with B. pseudocatenulatum CECT 7765 (109 CFU/day) for  14 weeks.
NEGATIVE	Bifidobacterium pseudocatenulatum CECT 7765 supplementation increased (p < .05) serum osteocalcin (OC, bone formation parameter), and decreased serum C-terminal  telopeptide (CTX) (p < .01) and parathormone (PTH) (p < .05) (both bone resorption parameters).
NEGATIVE	In obese mice, B. pseudocatenulatum CECT 7765 lowered bone mass loss and enhanced BMD by decreasing bone resorption and increasing bone formation.
NEGATIVE	Bio-removal of tetracycline antibiotics under the consortium with probiotics Bacillus clausii T and Bacillus amyloliquefaciens producing biosurfactants.
NEGATIVE	Here, we used the addition of exogenous surfactants and in situ biosynthesis of biosurfactants to remove tetracycline (TC), oxytetracycline (OTC), chlortetracycline (CTC), and their mixtures using the co-culture of probiotic Bacillus clausii T and Bacillus amyloliquefaciens HM618 producing surfactin.
NEGATIVE	The maximal bio-removal efficiencies for OTC and CTC among mixed antibiotics under the co-culture of B. clausii T and B. amyloliquefaciens HM618 were 76.6% and 88.9%, respectively, which were both better than the efficiency of the pure culture of B. clausii T. TCs were removed  mainly through biotransformation rather than absorption and hydrolysis.
NEGATIVE	The co-culture of B. clausii  T and B. amyloliquefaciens HM618 alleviated the cytotoxicity of OTC and CTC.
